codigo,descripcion,rubro,tipo,presentacion,costo_presentacion
,BISAGRA CARROCERO 65X67,Metalúrgica y Herreria,Bisagras,Pza,"5.445,60"
,BISAGRA CARROCERO 65X100,Metalúrgica y Herreria,Bisagras,Pza,"3.632,16"
,CHAPAS LISAS GALVANIZADAS 1x2Nro.30,Metalúrgica y Herreria,Chapas,Chapa de 1x2m.,"13.798,51"
,CHAPAS LISAS GALVANIZADAS 1x2Nro.16,Metalúrgica y Herreria,Chapas,Chapa de 1x2m.,"68.750,54"
,CHAPAS LISAS GALVANIZADAS 1x2Nro.18,Metalúrgica y Herreria,Chapas,Chapa de 1x2m.,"48.289,58"
,CHAPAS LISAS GALVANIZADAS 1x2Nro.20,Metalúrgica y Herreria,Chapas,Chapa de 1x2m.,"35.084,76"
,CHAPAS LISAS GALVANIZADAS 1x2Nro.22,Metalúrgica y Herreria,Chapas,Chapa de 1x2m.,"27.961,36"
,CHAPA ESTAMPADA 1.6mm. Chica,Metalúrgica y Herreria,Chapas,Chapa de 1x2m.,"76.895,30"
,CHAPA ESTAMPADA 2mm Chica,Metalúrgica y Herreria,Chapas,Chapa de 1x2m.,"88.026,56"
,CHAPA ESTAMPADA 1.25mm Chica,Metalúrgica y Herreria,Chapas,Chapa de 1x2m.,"58.137,21"
,CHAPA ESTAMPADA 1.6mm.Grande,Metalúrgica y Herreria,Chapas,Chapa de 1.22x2.44 m.,"114.389,18"
,CHAPA ESTAMPADA 2mm Grande,Metalúrgica y Herreria,Chapas,Chapa de 1.22x2.44 m.,"130.892,67"
,CHAPAS GRUESAS (1.5X3) 3.2mm,Metalúrgica y Herreria,Chapas,Chapa de 1.5x3 m.,"215.610,90"
,CHAPAS GRUESAS (1.5X3) 4.75mm,Metalúrgica y Herreria,Chapas,Chapa de 1.5x3 m.,"318.986,69"
,CHAPAS GRUESAS (1.5X3) 6.3mm,Metalúrgica y Herreria,Chapas,Chapa de 1.5x3 m.,"431.240,40"
,CHAPAS GRUESAS (1.5X3) 8mm,Metalúrgica y Herreria,Chapas,Chapa de 1.5x3 m.,"537.492,08"
,"CHAPAS GRUESAS (1.5X3) 9,5",Metalúrgica y Herreria,Chapas,Chapa de 1.5x3 m.,"651.680,49"
,"CHAPAS GRUESAS (1.5X3) 12,7",Metalúrgica y Herreria,Chapas,Chapa de 1.5x3 m.,"871.125,08"
,CHAPAS GRUESAS (1.5X6) 3.2mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"431.240,40"
,CHAPAS GRUESAS (1.5X6) 4.75mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"637.973,39"
,CHAPAS GRUESAS (1.5X6) 6.3mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"862.480,80"
,CHAPAS GRUESAS (1.5X6) 8mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"1.074.984,16"
,CHAPAS GRUESAS (1.5X6) 9.5mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"1.303.360,99"
,CHAPAS GRUESAS (1.5X6) 12.7mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"1.742.250,15"
,CHAPAS GRUESAS (1.5X6) 16mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"2.723.917,93"
,CHAPAS GRUESAS (1.5X6) 19mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"3.267.829,29"
,CHAPAS GRUESAS (1.5X6) 22mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"3.813.272,93"
,CHAPAS GRUESAS (1.5X6) 25.4mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"4.357.184,30"
,CHAPAS GRUESAS (1.5X6) 32mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"5.463.158,63"
,CHAPAS GRUESAS (1.5X6) 38mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"6.555.790,35"
,CHAPAS GRUESAS (1.5X6) 44.4 mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"7.425.652,50"
,CHAPAS GRUESAS (1.5X6) 76.2 mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"13.238.856,00"
,CHAPAS GRUESAS (1.5X6) 51.0 mm,Metalúrgica y Herreria,Chapas,Chapa 1.5x6 m.,"8.798.935,96"
,CH. LISAS GALV. 1.22X2.44 Nro 27,Metalúrgica y Herreria,Chapas,Chapa de 1.22x2.44 m.,"24.481,18"
,CH. LISAS GALV. 1.22X2.44 Nro 25,Metalúrgica y Herreria,Chapas,Chapa de 1.22x2.44 m.,"28.545,32"
,CH. LISAS GALV. 1.22X2.44 Nro 16,Metalúrgica y Herreria,Chapas,Chapa de 1.22x2.44 m.,"85.696,44"
,CH. LISAS GALV. 1.22X2.44 Nro 18,Metalúrgica y Herreria,Chapas,Chapa de 1.22x2.44 m.,"67.907,14"
,CH. LISAS GALV. 1.22X2.44 Nro 22,Metalúrgica y Herreria,Chapas,Chapa de 1.22x2.44 m.,"41.031,32"
,CH. LISAS GALV. 1.22X2.44 Nro 20,Metalúrgica y Herreria,Chapas,Chapa de 1.22x2.44 m.,"50.895,79"
,ANGULOS X 12MT 3X1/4,Metalúrgica y Herreria,Chapas,Chapa de 1.22x2.44 m.,"217.485,11"
,ANGULOS X 12MT 3x5/16,Metalúrgica y Herreria,Angulos,barra de 12 m.,"252.636,79"
,ANGULOS X 12MT 3x3/8,Metalúrgica y Herreria,Angulos,barra de 12 m.,"293.551,77"
,ANGULOS X 12MT 3.1/2x1/4,Metalúrgica y Herreria,Angulos,barra de 12 m.,"279.307,07"
,ANGULOS X 12MT 3.1/2X5/16,Metalúrgica y Herreria,Angulos,barra de 12 m.,"304.812,19"
,ANGULOS X 12MT 3.1/2X3/8,Metalúrgica y Herreria,Angulos,barra de 12 m.,"356.987,58"
,ANGULOS X 12MT 4X1/4,Metalúrgica y Herreria,Angulos,barra de 12 m.,"358.697,02"
,ANGULOS X 12MT 4X5/16,Metalúrgica y Herreria,Angulos,barra de 12 m.,"343.193,19"
,ANGULOS X 12MT 4x3/8,Metalúrgica y Herreria,Angulos,barra de 12 m.,"380.152,32"
,ANGULOS X 12MT 4x1/2,Metalúrgica y Herreria,Angulos,barra de 12 m.,"501.588,58"
,ANGULOS X 12MT 5X3/8,Metalúrgica y Herreria,Angulos,barra de 12 m.,"616.884,05"
,ANGULOS X 12MT 5X1/2,Metalúrgica y Herreria,Angulos,barra de 12 m.,"826.525,75"
,ANGULOS X 12MT 6x3/8,Metalúrgica y Herreria,Angulos,barra de 12 m.,"845.567,11"
,ANGULOS X 12MT 6x1/2,Metalúrgica y Herreria,Angulos,barra de 12 m.,"1.123.663,63"
,ACCESORIOS PARA TOLDOS MaquinaParrillera,Metalúrgica y Herreria,Accesorios para toldos,Pza,"26.996,32"
,ACCESORIOS PARA TOLDOS 1-ROSETA SIMPLE.X UNIDAD,Metalúrgica y Herreria,Accesorios para toldos,Pza,"3.837,83"
,ACCESORIOS PARA TOLDOS 2-CABEZA COLIZA X UNIDAD,Metalúrgica y Herreria,Accesorios para toldos,Pza,"4.875,48"
,ACCESORIOS PARA TOLDOS 3-TOPE REGU-LADOR X UNIDAD,Metalúrgica y Herreria,Accesorios para toldos,Pza,"4.283,54"
,ACCESORIOS PARA TOLDOS 4-CORREDERASX UNIDAD.,Metalúrgica y Herreria,Accesorios para toldos,Pza,"22.730,35"
,ACCESORIOS PARA TOLDOS 5-ROSETA BRAZO DIRECTO X U,Metalúrgica y Herreria,Accesorios para toldos,Pza,"8.191,58"
,ACCESORIOS PARA TOLDOS 6-PATA COLIZA X UNIDAD.,Metalúrgica y Herreria,Accesorios para toldos,Pza,"4.352,70"
,ACCESORIOS PARA TOLDOS 7-PATA DE BRAZO X UNIDAD.,Metalúrgica y Herreria,Accesorios para toldos,Pza,"6.690,11"
,ACCESORIOS PARA TOLDOS 8-SOPORTEKIT EN HIERRO,Metalúrgica y Herreria,Accesorios para toldos,Pza,"14.538,15"
,ACCESORIOS PARA TOLDOS 9-MAQUINA DETOLDO BLANCA,Metalúrgica y Herreria,Accesorios para toldos,Pza,"29.695,36"
,"ACCESORIOS PARA TOLDOS 10-ABRAZADERA 11/4"".",Metalúrgica y Herreria,Accesorios para toldos,Pza,"5.375,97"
,ACCESORIOS PARA TOLDOS 11-HORQUILLAX UNIDAD,Metalúrgica y Herreria,Accesorios para toldos,Pza,"8.871,41"
,"ACCESORIOS PARA TOLDOS 12-PUNTERA Q2""",Metalúrgica y Herreria,Accesorios para toldos,Pza,"10.923,12"
,"ACCESORIOS PARA TOLDOS 13-PUNTERA R2""",Metalúrgica y Herreria,Accesorios para toldos,Pza,"10.923,12"
,ACCESORIOS PARA TOLDOS Manija x 1.8,Metalúrgica y Herreria,Accesorios para toldos,Pza,"33.208,86"
,"CONARCO P/H.FUNDIDO LIMAB N100 2,5mm. x kg",Metalúrgica y Herreria,Alambre de soldar,kg.,"27.293,96"
,"CONARCO P/H.FUNDIDO LIMAB N100 3,25 mm xkg",Metalúrgica y Herreria,Alambre de soldar,kg.,"30.741,54"
,"B.TREFILADAS 1010/20 X Kg 6,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"3.073,49"
,"B.TREFILADAS 1010/20 X Kg 7,94 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.859,32"
,"B.TREFILADAS 1010/20 X Kg 8,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.859,32"
,"B.TREFILADAS 1010/20 X Kg 8,50 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.859,32"
,"B.TREFILADAS 1010/20 X Kg 9,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.859,32"
,"B.TREFILADAS 1010/20 X Kg 9,52 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.859,32"
,"B.TREFILADAS 1010/20 X Kg 10,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 11,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 11,11 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 12,70 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 14,00 MM",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 14,8",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 15,00 MM",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 15,88 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,B.TREFILADAS 1010/20 X Kg 16.00 MM,Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 17,00 MM",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 18,00 mm",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 19,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 19,05 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.597,04"
,"B.TREFILADAS 1010/20 X Kg 20,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,"B.TREFILADAS 1010/20 X Kg 21,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,"B.TREFILADAS 1010/20 X Kg 22,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,"B.TREFILADAS 1010/20 X Kg 22,22 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,B.TREFILADAS 1010/20 X Kg 25.00 MM,Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,B.TREFILADAS 1010/20 X Kg 25.40 MM,Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,"B.TREFILADAS 1010/20 X Kg 28,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,"B.TREFILADAS 1010/20 X Kg 30,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,"B.TREFILADAS 1010/20 X Kg 31,75 MM",Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,"B.TREFILADAS 1010/20 X Kg 35,00 MM",Metalúrgica y Herreria,Trefilados,kg.,"2.633,70"
,"B.TREFILADAS 1010/20 X Kg 38,10 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.670,37"
,"B.TREFILADAS 1010/20 X Kg 40,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.670,37"
,"B.TREFILADAS 1010/20 X Kg 45,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.670,37"
,"B.TREFILADAS 1010/20 X Kg 60,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.670,37"
,B.TREFILADAS 1010/20 X Kg 50.00 MM,Metalúrgica y Herreria,Trefilados,kg.,"2.670,37"
,B.TREFILADAS 1010/20 X Kg 55.00 MM,Metalúrgica y Herreria,Trefilados,kg.,"2.670,37"
,"B. TREFILADA 1040 X Kg. 8,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"3.000,19"
,"B. TREFILADA 1040 X Kg. 9,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"3.000,19"
,"B. TREFILADA 1040 X Kg. 10,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.726,48"
,"B. TREFILADA 1040 X Kg. 11,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.726,48"
,"B. TREFILADA 1040 X Kg. 13,00 MM",Metalúrgica y Herreria,Trefilados,kg.,"2.726,48"
,"B. TREFILADA 1040 X Kg. 14,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.726,48"
,"B. TREFILADA 1040 X Kg. 15,00 MM",Metalúrgica y Herreria,Trefilados,kg.,"2.726,48"
,"B. TREFILADA 1040 X Kg. 15,88 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.726,48"
,"B. TREFILADA 1040 X Kg. 16,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.726,48"
,"B. TREFILADA 1040 X Kg. 19,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.726,48"
,"B. TREFILADA 1040 X Kg. 20,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.761,97"
,"B. TREFILADA 1040 X Kg. 22,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.761,97"
,"B. TREFILADA 1040 X Kg. 25,4 MM",Metalúrgica y Herreria,Trefilados,kg.,"2.761,97"
,"B. TREFILADA 1040 X Kg. 28,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.761,97"
,"B. TREFILADA 1040 X Kg. 30,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.761,97"
,"B. TREFILADA 1040 X Kg. 31,75 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.761,97"
,"B. TREFILADA 1040 X Kg. 35,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.761,97"
,"B. TREFILADA 1040 X Kg. 38,10 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.799,75"
,"B. TREFILADA 1040 X Kg. 40,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.799,75"
,"B. TREFILADA 1040 X Kg. 55,00 MM.",Metalúrgica y Herreria,Trefilados,kg.,"2.799,75"
,TUBOS USO MECANICO 1/2,Metalúrgica y Herreria,Trefilados,kg.,"16.037,93"
,CLAVOS CAB.PERDIDA X 20KG 12/35,Metalúrgica y Herreria,Clavos,kg.,"85.828,29"
,CLAVOS CAB.PERDIDA X 20KG 14/40,Metalúrgica y Herreria,Clavos,kg.,"83.040,75"
,CLAVOS CAB.PERDIDA X 20KG 16/63,Metalúrgica y Herreria,Clavos,kg.,"72.844,50"
,CLAVOS CAB.CHATA X 16KG 17/75,Metalúrgica y Herreria,Clavos,kg.,"66.565,61"
,PERFIL W 6x8.5,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"328.209,00"
,PERFIL W 6x15,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"601.716,50"
,PERFIL W 6x20,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"798.641,90"
,PERFIL W 6x25,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"993.379,24"
,PERFIL W 6x12,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"483.561,26"
,PERFIL W 10x12,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"571.807,62"
,PERFIL W 10x15,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"616.787,20"
,PERFIL W 10x33,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"628.578,72"
,PERFIL W 10x19,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"798.784,78"
,PERFIL W 10x22,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.047.386,71"
,PERFIL W 10x30,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.252.830,86"
,PERFIL W 12x16,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.065.772,00"
,PERFIL W 12X26,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.053.073,44"
,PERFIL W 12X38,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"800.009,28"
,PERFIL W 12X65,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.691.641,20"
,PERFIL W 12X79,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"3.105.105,84"
,PERFIL W 6x16,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"649.066,12"
,PERFIL W 24x84,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"4.734.748,80"
,PERFIL W 24X76,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.267,60"
,PERFIL W 6X9,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"378.371,74"
,PERFIL W 8X10,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"393.850,80"
,PERFIL W 8X24,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"970.885,98"
,PERFIL W 8X31,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.246.756,59"
,PERFIL W 10X49,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.956.476,88"
,PERFIL WHP 10X42,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.737.707,23"
,PERFIL W 14X22,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"922.096,86"
,PERFIL W 14X34,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.428.588,00"
,PERFIL W 16X40,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.681.652,16"
,PERFIL W 16X45,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.823.150,40"
,PERFIL W 14X30,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.233.211,58"
,PERFIL W 16X31,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.292.078,48"
,PERFIL W 8X21,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"846.494,77"
,PERFIL W 10X60,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.494.450,70"
,PERFIL W 8X18,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"385.973,78"
,PERFIL W 8X36,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.433.354,34"
,PERFIL W 12X22,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"904.659,02"
,PERFIL W 10X17,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.267,60"
,PERFIL W 10X26,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.079.377,60"
,PERFIL W 18X35,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.455.799,20"
,PERFIL W 18X60,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.421.796,80"
,PERFIL W 12X35,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.458.066,80"
,PERFIL W 12X14,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"589.576,00"
,PERFIL W 150X30,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"811.332,65"
,PERFIL W 150X13,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"347.901,54"
,PERFIL W 150X22.5,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"670.042,15"
,PERFIL W 460X52,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.443.282,05"
,PERFIL W 360X33,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"915.928,99"
,PERFIL W 360X72,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.006.826,00"
,PERFIL W 360X64,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.784.601,20"
,PERFIL W 310X21,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"564.524,10"
,PERFIL W 310X28,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"791.392,40"
,PERFIL W 310X37,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.074.139,44"
,PERFIL W 310X129,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"4.173.814,01"
,PERFIL W 310X38.7,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.053.073,44"
,PERFIL W 310X52,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.457.431,87"
,PERFIL W 310X97,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.639.486,40"
,PERFIL W 200X15,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"404.791,10"
,PERFIL W 200X46,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.244.043,39"
,PERFIL W 250x32.7,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"916.110,40"
,PERFIL W 200X52,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.365.349,44"
,PERFIL W 250X17.9,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"501.692,89"
,PERFIL W 250X22.3,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"624.950,56"
,PERFIL W 310X44.5,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.247.225,35"
,PERFIL W 360X79,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.214.175,34"
,PERFIL W 410X46,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.290.264,40"
,PERFIL W 410X52,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.455.799,20"
,PERFIL W 410X60,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.697.978,88"
,PERFIL W 410X85,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.316.856,66"
,PERFIL W 530X85,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.382.340,56"
,PERFIL W 530X92,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.553.317,60"
,PERFIL W 530X138,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"3.871.907,67"
,PERFIL W 610X113,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"3.074.865,60"
,PERFIL W 610X125,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"3.485.301,20"
,PERFIL W 610X153,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"4.312.347,54"
,PERFIL W 200X59,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.588.531,56"
,PERFIL W 200X42,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.131.227,02"
,PERFIL W 200X36,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"967.122,52"
,PERFIL W 410x39,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"1.093.096,58"
,PERFIL W 460x74,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"2.074.854,00"
,PERFIL W 460x106,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"3.356.953,44"
,PERFIL W 460x190,Metalúrgica y Herreria,Perfil W,barra de 12 m.,"3.643.579,68"
,TUBOS EPOXI 1/2,Metalúrgica y Herreria,Tubos Epoxi.,Barra de 6 m.,"11.322,76"
,TUBOS EPOXI 1,Metalúrgica y Herreria,Tubos Epoxi.,Barra de 6 m.,"19.942,62"
,TUBOS EPOXI 11/4,Metalúrgica y Herreria,Tubos Epoxi.,Barra de 6 m.,"14.222,23"
,TUBOS EPOXI 11/2,Metalúrgica y Herreria,Tubos Epoxi.,Barra de 6 m.,"24.988,12"
,TUBOS EPOXI 3/4,Metalúrgica y Herreria,Tubos Epoxi.,Barra de 6 m.,"28.802,75"
,"MALLAS CONST. (2,15X6MTS) R52415X25X6X10",Metalúrgica y Herreria,Mallas,Malla 2.5x6 m.,"135.872,67"
,VARILLAS ROSCADAS ZINC. 1/8,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"1.237,13"
,VARILLAS ROSCADAS ZINC. 5/32,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"1.867,03"
,VARILLAS ROSCADAS ZINC. 1/4,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"2.299,93"
,VARILLAS ROSCADAS ZINC. 5/16,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"3.478,56"
,VARILLAS ROSCADAS ZINC. 3/8,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"4.467,53"
,VARILLAS ROSCADAS ZINC. 9/16,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"11.221,83"
,VARILLAS ROSCADAS ZINC. 1,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"38.988,88"
,VARILLAS ROSCADAS ZINC. 11/8,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"64.166,97"
,VARILLAS ROSCADAS ZINC. 11/2,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"115.708,78"
,VARILLAS ROSCADAS NATURAL 1/8,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"885,17"
,VARILLAS ROSCADAS NATURAL 5/32,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"1.349,57"
,VARILLAS ROSCADAS NATURAL 1/4,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"1.634,56"
,VARILLAS ROSCADAS NATURAL 5/16,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"2.503,60"
,VARILLAS ROSCADAS NATURAL 9/16,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"8.080,97"
,VARILLAS ROSCADAS NATURAL 1,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"29.178,40"
,VARILLAS ROSCADAS NATURAL 11/8,Metalúrgica y Herreria,Varilla roscada,Barra de 1 m.,"49.090,21"
,B.TREFILADAS 1026/45 X KG 18 MM.,Metalúrgica y Herreria,Trefilados,kg.,"779,57"
,FLAP BLACK LABEL Conc180/120,Metalúrgica y Herreria,Discos,Pza,"1.193,05"
,BOTINES SKYWAY,Metalúrgica y Herreria,Ropa de trabajo,Pza,"64.773,14"
,BOTINES CONWORKModelo 25BAF,Metalúrgica y Herreria,Ropa de trabajo,Pza,"66.416,86"
,"ROMA 340 RIEL SUPERIOR 1,9 Mts.",Metalúrgica y Herreria,Ropa de trabajo,Pza,"146.176,40"
,"ROMA 340 RIEL SUPERIOR 2,2 Mts.",Metalúrgica y Herreria,Ropa de trabajo,Pza,"169.180,32"
,"ROMA 340 RIEL SUPERIOR 2,5 Mts.",Metalúrgica y Herreria,Ropa de trabajo,Pza,"192.187,92"
