codigo,descripcion,rubro,tipo,presentacion,costo_presentacion
,TE 3/4x1/8,Metalúrgica y Herreria,Tee,Barra de 6 m.,"16.292,19"
,TE 7/8X1/8,Metalúrgica y Herreria,Tee,Barra de 6 m.,"18.340,46"
,TE 1X1/8,Metalúrgica y Herreria,Tee,Barra de 6 m.,"21.063,46"
,TE 1.1/4X1/8,Metalúrgica y Herreria,Tee,Barra de 6 m.,"24.082,01"
,TE 1.1/4X3/16,Metalúrgica y Herreria,Tee,Barra de 6 m.,"36.490,26"
,TE 1.1/2X1/8,Metalúrgica y Herreria,Tee,Barra de 6 m.,"30.462,84"
,TE 1.1/2X3/16,Metalúrgica y Herreria,Tee,Barra de 6 m.,"41.713,26"
,TE 2X3/16,Metalúrgica y Herreria,Tee,Barra de 6 m.,"70.367,00"
,TE 2X1/4,Metalúrgica y Herreria,Tee,Barra de 6 m.,"87.535,44"
,ANGULOS 1/2X1/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"7.470,40"
,ANGULOS 5/8X1/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"9.985,95"
,ANGULOS 3/4X1/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"11.655,85"
,ANGULOS 7/8X1/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"14.067,41"
,ANGULOS 1X1/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"15.153,88"
,ANGULOS 1X3/16,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"20.442,73"
,ANGULOS 1.1/4X1/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"18.184,65"
,ANGULOS 1.1/4X3/16,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"26.465,84"
,ANGULOS 1.1/2X1/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"22.440,82"
,ANGULOS 1.1/2X3/16,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"32.096,87"
,ANGULOS 1.1/2X1/4,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"40.303,16"
,ANGULOS 1.3/4X1/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"27.466,19"
,ANGULOS 1.3/4X3/16,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"38.103,30"
,ANGULOS 1.3/4X1/4,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"48.723,88"
,ANGULOS 2X1/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"30.686,36"
,ANGULOS 2X3/16,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"42.741,86"
,ANGULOS 2X1/4,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"54.763,65"
,ANGULOS 2X5/16,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"69.329,06"
,ANGULOS 2.1/4X3/16,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"49.434,24"
,ANGULOS 2.1/4X1/4,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"64.301,68"
,ANGULOS 2.1/2X5/16,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"140.946,94"
,ANGULOS 2.1/2X3/16,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"56.315,85"
,ANGULOS 2.1/2X1/4,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"71.040,65"
,ANGULOS 2.1/2X3/8,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"155.462,57"
,ANGULOS 3X1/4,Metalúrgica y Herreria,Angulos,Barra de 6 m.,"107.667,45"
,PLANCHUELAS 1/2X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"4.714,68"
,PLANCHUELAS 1/2X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"6.689,64"
,PLANCHUELAS 1/2X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"8.472,01"
,PLANCHUELAS 5/8X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"5.521,67"
,PLANCHUELAS 5/8X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"7.996,32"
,PLANCHUELAS 5/8X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"10.502,58"
,PLANCHUELAS 5/8X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"21.154,80"
,PLANCHUELAS 3/4X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"6.230,17"
,PLANCHUELAS 3/4X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"8.857,47"
,PLANCHUELAS 3/4X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"11.706,95"
,PLANCHUELAS 3/4X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"14.883,35"
,PLANCHUELAS 3/4X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"17.631,41"
,PLANCHUELAS 7/8X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"7.160,45"
,PLANCHUELAS 7/8X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"10.139,05"
,PLANCHUELAS 7/8X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"14.710,42"
,PLANCHUELAS 7/8X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"18.377,92"
,PLANCHUELAS 1X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"8.633,70"
,PLANCHUELAS 1X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"12.048,17"
,PLANCHUELAS 1X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"15.649,45"
,PLANCHUELAS 1X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"20.631,07"
,PLANCHUELAS 1X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"24.199,63"
,PLANCHUELAS 1X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"32.282,51"
,PLANCHUELAS 1.1/4X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"11.095,37"
,PLANCHUELAS 1.1/4X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"14.186,70"
,PLANCHUELAS 1.1/4X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"18.647,00"
,PLANCHUELAS 1.1/4X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"25.218,93"
,PLANCHUELAS 1.1/4X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"30.256,18"
,PLANCHUELAS 1.1/4X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"40.342,93"
,PLANCHUELAS 1.1/4X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"59.331,47"
,PLANCHUELAS 1.1/4X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"125.171,39"
,PLANCHUELAS 1.1/2X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"11.852,04"
,PLANCHUELAS 1.1/2X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"16.412,84"
,PLANCHUELAS 1.1/2X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"22.621,09"
,PLANCHUELAS 1.1/2X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"28.268,26"
,PLANCHUELAS 1.1/2X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"33.926,87"
,PLANCHUELAS 1.1/2X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"50.417,48"
,PLANCHUELAS 1.1/2X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"102.012,41"
,PLANCHUELAS 1.1/2X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"147.891,80"
,PLANCHUELAS 1.1/2X1,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"194.372,08"
,PLANCHUELAS 1.3/4X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"14.664,39"
,PLANCHUELAS 1.3/4X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"22.056,05"
,PLANCHUELAS 1.3/4X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"29.412,33"
,PLANCHUELAS 1.3/4X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"35.951,71"
,PLANCHUELAS 1.3/4X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"44.109,98"
,PLANCHUELAS 1.3/4X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"58.822,53"
,PLANCHUELAS 1.3/4X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"83.049,64"
,PLANCHUELAS 1.3/4X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"178.763,38"
,PLANCHUELAS 2X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"17.677,62"
,PLANCHUELAS 2X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"21.947,41"
,PLANCHUELAS 2X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"29.625,86"
,PLANCHUELAS 2X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"37.153,40"
,PLANCHUELAS 2X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"43.654,69"
,PLANCHUELAS 2X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"57.487,50"
,PLANCHUELAS 2X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"84.667,34"
,PLANCHUELAS 2X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"111.164,70"
,PLANCHUELAS 2X1,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"272.409,76"
,PLANCHUELAS 2X1.1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"340.308,55"
,PLANCHUELAS 2.1/4X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"22.397,23"
,PLANCHUELAS 2.1/4X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"42.146,79"
,PLANCHUELAS 2.1/4X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"229.849,10"
,PLANCHUELAS 2.1/4X1,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"306.453,97"
,PLANCHUELAS 2.1/2X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"16.642,04"
,PLANCHUELAS 2.1/2X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"31.993,92"
,PLANCHUELAS 2.1/2X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"42.014,57"
,PLANCHUELAS 2.1/2X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"45.481,92"
,PLANCHUELAS 2.1/2X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"54.072,93"
,PLANCHUELAS 2.1/2X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"80.838,16"
,PLANCHUELAS 2.1/2X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"115.791,29"
,PLANCHUELAS 2.1/2X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"138.947,67"
,PLANCHUELAS 2.3/4X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"272.560,61"
,PLANCHUELAS 3X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"22.739,62"
,PLANCHUELAS 3X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"38.118,69"
,PLANCHUELAS 3X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"50.017,43"
,PLANCHUELAS 3X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"54.191,55"
,PLANCHUELAS 3X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"61.908,56"
,PLANCHUELAS 3X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"100.847,73"
,PLANCHUELAS 3X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"138.947,67"
,PLANCHUELAS 3X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"166.742,36"
,PLANCHUELAS 3X1,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"210.959,80"
,PLANCHUELAS 3X1.1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"464.034,34"
,PLANCHUELAS 3.1/2X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"36.910,30"
,PLANCHUELAS 3.1/2X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"55.354,78"
,PLANCHUELAS 3.1/2X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"72.424,39"
,PLANCHUELAS 3.1/2X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"123.834,98"
,PLANCHUELAS 3.1/2X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"165.114,30"
,PLANCHUELAS 3.1/2X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"142.779,74"
,PLANCHUELAS 3.1/2X1,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"433.390,49"
,PLANCHUELAS 3.1/2X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"135.340,74"
,PLANCHUELAS 3.1/2X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"323.576,50"
,PLANCHUELAS 4X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"27.979,88"
,PLANCHUELAS 4X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"55.575,32"
,PLANCHUELAS 4X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"74.105,11"
,PLANCHUELAS 4X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"92.634,90"
,PLANCHUELAS 4X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"111.604,15"
,PLANCHUELAS 4X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"134.457,26"
,PLANCHUELAS 4X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"167.411,57"
,PLANCHUELAS 4X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"201.689,08"
,PLANCHUELAS 4X1,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"300.494,21"
,PLANCHUELAS 4X1.1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"618.718,98"
,PLANCHUELAS 4X2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"989.951,94"
,PLANCHUELAS 5X1,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"383.905,84"
,PLANCHUELAS 4.1/2X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"31.327,76"
,PLANCHUELAS 4.1/2X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"73.399,41"
,PLANCHUELAS 4.1/2X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"59.840,53"
,PLANCHUELAS 4.1/2X1,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"624.318,02"
,PLANCHUELAS 4.1/2X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"170.917,54"
,PLANCHUELAS 5X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"34.997,86"
,PLANCHUELAS 5X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"52.456,07"
,PLANCHUELAS 5X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"69.969,16"
,PLANCHUELAS 5X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"94.732,13"
,PLANCHUELAS 5X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"126.273,46"
,PLANCHUELAS 5X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"168.075,30"
,PLANCHUELAS 5X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"210.089,87"
,PLANCHUELAS 5X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"277.883,61"
,PLANCHUELAS 5X1.1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"773.403,63"
,PLANCHUELAS 5X1.1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"944.352,51"
,PLANCHUELAS 6X1/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"45.481,17"
,PLANCHUELAS 6X3/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"62.944,10"
,PLANCHUELAS 6X1/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"85.525,93"
,PLANCHUELAS 6X5/16,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"104.915,68"
,PLANCHUELAS 6X3/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"178.093,88"
,PLANCHUELAS 6X1/2,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"236.665,57"
,PLANCHUELAS 6X5/8,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"294.800,27"
,PLANCHUELAS 6X3/4,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"352.583,00"
,PLANCHUELAS 6X1,Metalúrgica y Herreria,Planchuela,Barra de 6 m.,"468.878,33"
,REDONDOS 1/4,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"3.163,26"
,REDONDOS 5/16,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"5.098,41"
,REDONDOS 3/8,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"6.784,46"
,REDONDOS 7/16,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"9.694,13"
,REDONDOS 1/2,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"11.415,36"
,REDONDOS 9/16,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"14.063,25"
,REDONDOS 5/8,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"17.349,80"
,REDONDOS 3/4,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"24.985,01"
,REDONDOS 7/8,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"34.040,51"
,REDONDOS 1,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"44.471,52"
,REDONDOS 1.1/8,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"101.075,86"
,REDONDOS 1.1/4,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"108.952,29"
,REDONDOS 1.1/2,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"154.010,90"
,REDONDOS 1.3/4,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"209.780,03"
,REDONDOS 2,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"282.860,10"
,REDONDOS 2.1/2,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"515.640,69"
,REDONDOS 3,Metalúrgica y Herreria,redondo masiso,Barra de 6 m.,"632.901,15"
,UPN x 6 Mts 80,Metalúrgica y Herreria,UPN,Barra de 6 m.,"116.841,93"
,UPN x 6 Mts 100,Metalúrgica y Herreria,UPN,Barra de 6 m.,"142.118,44"
,UPN x 6 Mts 120,Metalúrgica y Herreria,UPN,Barra de 6 m.,"178.645,83"
,CUADRADOS 5/16,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"6.298,98"
,CUADRADOS 3/8,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"8.031,51"
,CUADRADOS 7/16,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"12.352,86"
,CUADRADOS 1/2,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"13.976,04"
,CUADRADOS 9/16,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"17.543,19"
,CUADRADOS 5/8,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"22.110,11"
,CUADRADOS 3/4,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"31.798,72"
,CUADRADOS 7/8,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"43.334,21"
,CUADRADOS 1,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"56.612,03"
,CUADRADOS 1.1/8,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"84.219,45"
,CUADRADOS 1.1/4,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"88.442,98"
,CUADRADOS 1.1/2,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"127.361,40"
,CUADRADOS 2,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"391.367,20"
,CUADRADOS 2.1/2,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"611.518,99"
,CUADRADOS 1.3/8,Metalúrgica y Herreria,Cuadrado masiso,Barra de 6 m.,"179.537,44"
,"CONARCO X 2Kg 13 A 2,00 MM",Metalúrgica y Herreria,Electrodos,kg.,"32.304,90"
,"CONARCO X 2Kg 13 A 2,50 MM",Metalúrgica y Herreria,Electrodos,kg.,"23.420,46"
,"CONARCO X 2Kg 13 A 3,25 MM",Metalúrgica y Herreria,Electrodos,kg.,"20.115,74"
,"CONARCO X 2Kg 13 A 4,00 MM",Metalúrgica y Herreria,Electrodos,kg.,"22.570,14"
,"CONARCO X 2Kg 10 4,00 MM",Metalúrgica y Herreria,Electrodos,kg.,"27.815,24"
,CONARCO X 2Kg 15 2.50 MM,Metalúrgica y Herreria,Electrodos,kg.,"34.241,60"
,CONARCO X 2Kg 15 3.00 MM,Metalúrgica y Herreria,Electrodos,kg.,"30.800,70"
,"CONARCO X 2Kg 18 5,00 MM",Metalúrgica y Herreria,Electrodos,kg.,"25.630,02"
,"CONARCO X 2Kg 13 A 5,00 MM",Metalúrgica y Herreria,Electrodos,kg.,"22.807,86"
,CONARCO X 2Kg 10 3.25 MM,Metalúrgica y Herreria,Electrodos,kg.,"28.285,30"
,CONARCO X 2Kg 10 2.50 MM,Metalúrgica y Herreria,Electrodos,kg.,"32.291,84"
,CONARCO X 2Kg 18 2.50 MM,Metalúrgica y Herreria,Electrodos,kg.,"32.357,68"
,CONARCO X 2Kg 11 2.50 MM,Metalúrgica y Herreria,Electrodos,kg.,"32.504,36"
,"CONARCO X2Kg 18 4,00 MM",Metalúrgica y Herreria,Electrodos,kg.,"25.577,78"
,"CONARCO X 2Kg 18 3,25 MM",Metalúrgica y Herreria,Electrodos,kg.,"28.922,20"
,IPN x 6 Mts. 80,Metalúrgica y Herreria,IPN,Barra de 6 m.,"81.395,63"
,IPN x 6 Mts. 100,Metalúrgica y Herreria,IPN,Barra de 6 m.,"112.545,04"
,U CHICO 40X20X5,Metalúrgica y Herreria,Perfil U,Barra de 6 m.,"36.361,45"
,U CHICO 50X25X5,Metalúrgica y Herreria,Perfil U,Barra de 6 m.,"48.229,50"
,U CHICO 60X30X6,Metalúrgica y Herreria,Perfil U,Barra de 6 m.,"66.717,13"
,U CHICO 50X38X5,Metalúrgica y Herreria,Perfil U,Barra de 6 m.,"70.365,38"
,"U CHICO 65X42X5,5",Metalúrgica y Herreria,Perfil U,Barra de 6 m.,"85.634,18"
,CHAPA D.D. CHICA 26- 1m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"19.318,62"
,CHAPA D.D. CHICA 24- 1m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"23.194,58"
,CHAPA D.D. CHICA 22- 1m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"28.719,53"
,CHAPA D.D. CHICA 20- 1m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"34.900,55"
,CHAPA D.D. CHICA 18- 1m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"48.398,03"
,CHAPA D.D. CHICA 180.75x3,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"52.848,16"
,CHAPA D.D. CHICA 16- 1m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"64.201,33"
,CHAPA D.D. CHICA 14 LAC- 1.025m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"70.207,60"
,CHAPA D.D. CHICA 12 LAC- 1.025m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"82.587,29"
,CHAPA D.D. CHICA 35- 1m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"15.635,30"
,CHAPA D.D. CHICA 30- 1m x 2m,Metalúrgica y Herreria,Chapa,chapa de 1x2m.,"13.684,91"
,"CHAPA D.D. GRANDE 26- 1,22m x 2,44m",Metalúrgica y Herreria,Chapa,chapa de 1.22x2.44 m.,"27.914,61"
,"CHAPA D.D. GRANDE 24- 1,22m x 2,44m",Metalúrgica y Herreria,Chapa,chapa de 1.22x2.44 m.,"33.514,56"
,"CHAPA D.D. GRANDE 22- 1,22m x 2,44m",Metalúrgica y Herreria,Chapa,chapa de 1.22x2.44 m.,"41.497,29"
,"CHAPA D.D. GRANDE 20- 1,22m x 2,44m",Metalúrgica y Herreria,Chapa,chapa de 1.22x2.44 m.,"50.407,07"
,"CHAPA D.D. GRANDE 18- 1,22m x 2,44m",Metalúrgica y Herreria,Chapa,chapa de 1.22x2.44 m.,"67.806,54"
,"CHAPA D.D. GRANDE 16- 1,22m x 2,44m",Metalúrgica y Herreria,Chapa,chapa de 1.22x2.44 m.,"92.757,00"
,"CHAPA D.D. GRANDE 14 LAC- 1,22m x 2,44m",Metalúrgica y Herreria,Chapa,chapa de 1.22x2.44 m.,"101.464,47"
,"CHAPA D.D. GRANDE 12 LAC- 1,22m x 2,44m",Metalúrgica y Herreria,Chapa,chapa de 1.22x2.44 m.,"118.859,02"
,CHAPA D.D. GRANDE 16 *1.5x3 Mts,Metalúrgica y Herreria,Chapa,Chapa de 1.5x3 m.,"140.884,96"
,CHAPA D.D. GRANDE 18 *1.5x3,Metalúrgica y Herreria,Chapa,Chapa de 1.5x3 m.,"100.470,11"
,"CA.EST.RED. 3/8X0,9",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"4.030,35"
,"CA.EST.RED. 1/2X0,9",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"4.823,36"
,"CA.EST.RED. 1/2X1,24",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"5.870,30"
,"CA.EST.RED. 5/8X0,9",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"5.299,31"
,"CA.EST.RED. 5/8X1,24",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"6.878,28"
,"CA.EST.RED. 5/8X1,6",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"7.953,16"
,"CA.EST.RED. 3/4X0,9",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"6.027,01"
,"CA.EST.RED. 3/4X1,24",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"7.460,01"
,"CA.EST.RED. 3/4X1,6",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"9.526,76"
,CA.EST.RED. 3/4X2,Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"11.217,40"
,"CA.EST.RED. 7/8X0,9",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"7.075,81"
,"CA.EST.RED. 7/8X1,24",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"9.190,52"
,"CA.EST.RED. 7/8 X 1,4",Metalúrgica y Herreria,Caño estructural redondo,Barra de 6 m.,"10.528,75"
